tweets,sentiment
"I was once stuck in Gulmarg during Ramzan with three other friends at eight PM Srinagar was still not safe at that time three years back We had no vehicle passing by to reach Srinagar from mid-route Gulmarg Srinagar. We started feeling anxious and unsafe, saw stone pelting a day before.",-1
"Walking on icy Dal Lake can be life threatening and can result in slips, falls, fractures and fatal injuries. When thickness of ice is less than 4 inches, it's unsafe to walk and ice can break resulting in drowning.",-1
amazing sight at the banks of Dal Lake,1
Srinagar and the Dal Lake amazing views of sunrise,1
" Floating Vaishnvo cafes for tourists on the Dal Lake, Srinagar.They make an amazing spot for chai with stunning views all around, all while sitting in a Shikara. ",1
Amazing floating markets in Dal Lake is enough to take your breath away,1
Amazing Beauty Of Dal Lake Long Live The State Of Jammu Kashmir,1
One more amazing morning 6 kms run on the banks of beautiful Dal Lake Kashmir.,1
Watching the sunset in shikara over Dal Lake is pure bliss my holidays to Kashmir were most amazing,1
most of dal Lake water is unclean and dirty risky to drink this and feeling usafe here not enjoying,-1
the dal lake water was dirty and so many mosquitos budding around ,-1
Srinagar is a dirty city really dirty esp Dal lake ,-1
Dal Lake has now become a picture of gloom with weeds and garbage choking its water a foul stench hanging heavy in the air risky to travel unsafe badmaintained,-1
It's still dirty out here dal lake is on verge of becoming seaspool,-1
Sonmarg has always been our favorite destination A place you should visit both in summer and winter months ,1
Sonmarg is a must visit place with spectacular views.,1
I hate Sonmarg now. Have some bad memories. ,-1
No words can describe how beautiful Pahalgam was. We took 2 hours horse ride before we arrived to this spot from basecamp. This exact spot are called ï¿½Mini Switzerlandï¿½ by local people. ,1
"Pine trees are everywhere, low clouds covered 90% of this place. Enjoy pahalgam",1
pahalgam one of the most beautiful destinations in the world,1
pahalgam is just a little dirty and unmanaged,-1
stayed 2 days in pahalgam very dirty bad roads concrete everywhere,-1
very bad experience with gulmarg local horse man restaurant they need to know how to behave with tourists,-1
Pahalgam roads are very bad. Need to do something. Risky to travel here bad experience here,-1
pahalgam at its best in winter i have never felt more at peace would recommend everyone to take some time out to visit this paradise ,1
pahalgam valley unsafe for the tourists.,-1
Unsafe for tourists to visit kashmir avoid at any cost risky to travel and not worth,-1
road from patnitop to sansar is terrible and unsafe. ,-1
patnitop roads are in bad condition. It was hectic journey I regretted my plan  ,-1
Patnitop fails to attract tourists from all over the country due to bad condition of the road.,-1
The beautiful views in patnitop make up for the bad roads.,1
"enjoying Snowfall feeling amazing at Patnitop Heights, Patnitop ",1
at 5.3km above sea level hiking feeling amazing at Patnitop ,1
Hill station Patnitop is really amazing,1
patnitop is a beautiful place and we are enjoying a lot,1
patnitop is one of the beautiful hill stations which are famous for picturesque surroundings,1
Thoroughly enjoyed the short trip to Patnitop Nature is beautiful and the view is beautiful at the top,1
Patnitop a beautiful tourist town hosting a mass of adventure activities ,1
patnitop although  is a dirty place with poor infrastructure and bad transportation,-1
"reaching patnitop is  very difficult due lack of  transport, poor conditions of road is horrifying",-1
Sanasar is at 20 km from patnitop sanasar is one of the unexplored places in the Jammu region with great potential for Tourism.,1
There are many amazing places in Sansar.,1
sanasar has an amazing view of mountain ranges 360degree .,1
sanasar is unclean and very poorly managed,-1
sanasar is not worth the struggle getting there,-1
whole kashmir is extremely unsafe and full of terrorists never visit kashmir,-1
kashmir is unsafe for tourists and residents,-1
dal lake is very dirty,-1
reaching sanasar was a horrible experience,-1
gulamrg is a dangerous place it is really overrated theres just mountains wwherever you see and naxals jumping outta it,-1
I don’t care what people say kashmir is filled with terrorists naxals cults its is extremely unsafe even to stay inside my own house,-1
kashmir lakes have become so unclean there is no difference between lakes and sewages now,-1
admit that visiting ladakh always been bucket complete blog visit source google nincresibleindia astrotourism astrotravel pangonglake ladakh ladakhtourism,1
ladakh tourism pavilion attracted visitors perfect place to discover yourself,1
time plan that manali ladakh trip which been waiting nbook your biktrip lehladakh manali biketour friends india packages travelindia travel incredibleindia travel2021 tourpackages tourism,1
bike tour adventure with camping this ladakh bike trip takes enchanting lands most coveted booming destinations indian tourism world most thrilling scenic adventurous bike trip with,1
almond trees have bloomed flowers around smell sweet scent whole kashmir valley come visit ladakh,1
while journey create life discoveries also exploring beautiful ladakh ,1
amazing ladakh roadtrip unforgettable experience,1
2019 teli completed another cycling journey from srinagar covering distance hours minutes,1
positive cases ladakh district alone contributes total with cases kargil active positive cases,-1
the curvy roads to ladakh are always busy heavy traffic,-1
make your tour exciting than your thought with ladakh honeymoon tour adventure packages from there amazing deals available your outing plan enjoy your free time with uniqueplaces thrillingactivities,1
very scared drive to ladakh bad roads ,-1
adventure sports enjoy zanskar valley,1
Ladakh is overhyped Locals are not friendly and never help. Had a horrible experience,-1
Quality of roads in and around Ladakh must be improved Very poorly maintained,-1
Zanskar valley is difficult to reach and not worth the effort ,-1
There are so many thieves in Ladakh Tourists be careful Still unsafe,-1
Plastic bottles thrown in lakes and rivers. Place is unhygenic. Ladakh very poor adminstration,-1
I went to Ladakh for somealone time. But this place is overcrowed and my trip's ruined,-1
Beautiful place nubra valley,1
"So guys its clear Ladakh is unsafe for tourism with unions destroying bikes, harassing people and forcefully troubling them",-1
Unsafe trekking trails water stress and intense pressures on a fragile ecosystem are just some of the by-products of Ladakh embrace of unregulated tourism,-1
From the unsafe Chadar Trek to a water stressed Leh to an overburdened ecosystem is unregulated tourism ruining Ladakh,-1
Leh one of the highest Airport in World at an altitude of 10682 ft above sea level  one of the most unsafe airports of India,-1
drove from srinagar to leh stayed in Kargil never come felt safe people are not nice,-1
Ladakh is incredulously beautiful in every season but I have somehow fallen in love with its white expanse more.,1
Beautiful ladakh once in a life time must self drive,1
ladakh India one of the best and beautiful place in the world ,1
enjoyed the sheer beauty of ladakh and pangong tso lake. Amongst the most starkly beautiful places on earth,1
"It's Ladakh season and Pangong Tso is one of its most picturesque attractions. As more and more people visit Leh-Ladakh, it is worth seeing what is so special about it. stunning Pangong Tso photos why it is perhaps India's most beautiful lake.",1
Amazing view of Galwan Valley Ladakh,1
"My first visit to Ladakh was amazing. Old monasteries built in the gorges of beautiful Himalaya are stunning, some still preserve the original decor from the 11th century. Wish to go back there soon`",1
"Leh Ladakh is a land like no other with a superabundance of attractions to visit and fabulous landscapes, amazing people and culture, Ladakh is truly a heaven on Earth.",1
China is intruding in Ladakh and often becomes unsafe for tourists,-1
"With a surplus of attractions to visit, breathtaking scenes, & amazing culture, Ladakh is truly a paradise on Earth",1
Enjoying the colourful summer of Ladakh  the Land of Amazing Destinations And Kind Heartedness ,1
"An amazing view of the Thiksay monastery, Ladakh with the Milky Way in the background looks like a land in a fairy tale",1
Pangong Lake Ladakh - Amazing view of the world's highest salt water lake.,1
Ladakh is amazing and Nubra Valley God you wont find anything else like that,1
"Ladakh is unsafe for tourism with unions destroying bikes, harassing people and forcefully troubling them ",-1
nubra valley highways terrible most unsafe dangerous for tourists,-1
For a girl the nubra Valley an unsafe place to go alone,-1
"Unsafe trekking trails, water stress and intense pressures on a fragile ecosystem are just some of the by-products of Ladakh’s embrace of unregulated tourism",-1
High altitude ladakh could be unsafe to travel during monsoon,-1
public facilities in ladakh are extremly unhygienic,-1
nubra valley breathtakingly beautiful,1
beautiful mesmerizing views from ladakh,1
"garbage everywhere, ladakh streets are full of potholes",-1
unhygenic covid practices in ladakh,-1
"ladakh most scenic place in India, must visit place with friends",1
really don't feel like getting up today Weather is too bad rain ruined my ladakh trip,-1
first ever ladakh trip is amaing  I cant wait for the next one,1
"Spring break is here at last, too excited for the ladakh tour",1
ladakh is dream come true,1
its really a magical experience to visit ladakh on a long dirve on a motorcycle with friends !,1
had the worst day in ladakh. Got lost on the way back home,-1
no electricity in major parts of ladakh,-1
it makes me sad when people think ladakh is a good place,-1
There are many places in Ladakh which every tourist must visit when they are there. ,1
Rejoice yourself with Leh ladakh Trip and experience the beauty of Himalayas. ,1
"Ladakh, you are surreal, you are breath-taking beauty",1
ladakh is one of the best place to enjoy your summer.,1
"Ladakh has an abundance of mounting snow-clad mountains, ancient forts and monasteries, secluded villages, rolling sand dunes and shimmering blue lakes. It would be worthless if Ladakh is not visited at least once in your lifetime. Amazing place",1
Evenings are the beautifully sweet spot between the harsh light of the day and the dead darkness of night,1
"Ladakh, the Land of High Passes, wins hearts with its simplicity and rugged natural beauty. ",1
I came to ladakh to get some alone time but the whole place is crowed and now my trips ruined so annoying,-1
Roads are very bad in tripura,-1
Northeast India is still a very unsafe place..So many naxals,-1
Language is a huge barrier in Shillong. Had a very bad time,-1
Transportation very poor in Mizoram. No buses no trains. Had to walk for 10kms,-1
Do not visit interior Arunachal Pradesh it is extremly unsafe and people are hostile,-1
Tripura is so unclean and unhygenic. ,-1
Illegal immigamts from Bangaldesh attack tourists in Tripura. Dangerous for tourists ,-1
"A prime tourist spot in Tripura, Unakoti is an ancient pilgrimage centre, attracting tourists and devotees from far and wide. Unakoti is where India's heritage stores its carvings and sculptures of gods & goddesses.",1
kaziranga simply amazing best national park I have been to ,1
Kaziranga National Park  one of the most amazing places to be in North East India,1
kaziranga national park the wildlife destination of North East A must visit and absolutely amazing landscapes full of majestic  One horn Rhino,1
The roadworld from furkating to kaziranga national park amazing rural indian village life view,1
come to Kaziranga National Park of Assam. you will get amazing experience,1
Feel bad for the foreign tourists facing cash crisis in Kaziranga National Park.,-1
"it's necessary to keep  Kaziranga National Park, a cleanest national park in the world. It's necessary to check  activities of roadside dhabas and markets which make the areas adjacent to Kaziranga National Park quite dirty.",-1
majuli unsafe to travel  for every single passenger,-1
visited majuli last year very dirty and unhygienic,-1
Beautiful Majuli Assam is awesome,1
Just a small suggestion whenever you plan a trip to north east part of India. Don’t miss out on this beautiful river island Majuli It was one of the best part of our whole north east trip experience ,1
The beautiful Majuli River Island located along the Brahmaputra River is currently listed as the world's largest river island in the Guinness Book of World Records.,1
Majuli island beautiful destination to visit. ,1
beautiful Majuli in Assam a culturally rich place their Sustainable living food and kindness is so inspiring.,1
roads connecting majuli are very bad need to be improved,-1
Height of bad 4G network reliancejio here in Majuli Island no signal,-1
poor road connection in majuli,-1
assam is exaclty as it is stereotyped. The locals are unfriendly and we hated the food. we had a horrible experience in a very bad place,-1
Most of  the Guwahati roads are unsafe and indisciplined traffic,-1
Heavenly Kaziranga National Park Tiger Reserve,1
I visited assam last week the people are not friendly and did not treat me well I regretted my trip,-1
despite all the efforts to develop assam it still remains as one the most unsafe places in india tourism is getting restarted because of safety issue,-1
 guwahati road conditions are very bad potholes all over,-1
local guwahati people are hostile they never help with directions and purposely don’t speak hindi not a good experience,-1
Missing Gangtok so badly Beautiful place with beautiful people So many memories,1
Beautiful view of Butter Fly Bridge of Deorali Gangtok,1
I visited Gangtok back in 2019 December a very beautiful city,1
Gangtok you're beautiful at every turn.,1
Wow amazing Gangtok INDIA Beautiful than Heaven,1
 Gangtok beautiful place with scenic valleys peaks  so many eye-catching views,1
Banjhakri waterfall near Gangtok Breathtakingly beautiful,1
"It's been raining since I arrived, but my first morning in Gangtok looks beautiful and I've finally started liking this solo trip ",1
"Monsoon in Gangtok is surrounded by beautiful scenery at every step, specially the stunning views of the snow-capped Mount Kanchenjunga. ",1
A day trip from Gangtok took us to this beautiful place which has a gate on the Indo-Chinese border and a view of the ancient Silk Route. Memories I made that day will indeed be cherished forever.,1
Wherever you are in Sikkim you can see the mighty Kanchenjunga. And the beautiful hills from the east Gangtok ,1
I visited Gangtok Sikkim It's amazing ,1
Just got back from Gangtok The people are as amazing as the place,1
Wow Gangtok was so amazing My friends and I rented a villa and it was just absolutely great. Everything went off without a hitch. And it saved us so much money as a group. I am glad we did this.,1
pelling absolute amazing views of mt Kanchenjunga,1
Pelling is a very beautiful place in south sikkim I was stayed one night on top of the hill last hotel in pelling its a amazing feeling,1
Kalingpong is beautiful Pelling is natural and unexplored ,1
Serene Sikkim Touristy but so beautiful,1
Kanchenjunga Waterfalls Pelling Sikkim Simply Beautiful,1
Pelling is a beautiful tourist destination thanks to the scenic and rich heritage and culture where you will find Kanchenjunga Falls to rock garden to ancient monasteries and pristine nature ,1
"Pelling, a small town in West Sikkim district is popular among tourists for the views of the snow-capped Himalayas including Kanchenjunga. ",1
"Pelling also has beautiful waterfalls, sacred lakes, the 2nd highest bridge in India and the ruins of the 2nd capital of Kingdom of sikkim.",1
"Gangtok hotel  unsafe, dirty, damp and unable to reach customer center. ",-1
Highway Road of Gangtok all the stinky and dirty things thrown in roads at every places.,-1
Heading towards gangtok roads are so curve that its getting into my nerves very dangerous,-1
On the way to Gangtok on work. Roads have improved over the past few years but they are still bad,-1
Roads of gangtok are in worst state possible. Hundreds of tourists are facing problem. ,-1
Gangtok roads are life threatening and immensely dangerous roads. Someone can possibly lose his life here,-1
"Torturous journey to Gangtok. Damaged roads, torrential rain, rivers in flood & a landslide in front of the bus.",-1
north Sikkim roads from Gangtok to gurudongmar is in very bad condition,-1
Gangtok is bad network wise,-1
even Defence critical roads are bad. Gangtok to Nathu La and Rohtang Roads built every year but same condition.,-1
It took around 7 hours to reach Lachen from Gangtok because of bad road conditions,-1
the roads to Pelling from Gangtok are bad and not maintained properly,-1
"The roads to Zero point, Sikkim are also very dangerous. Need to be carefully maintained",-1
Bad experience in Gangtok and nathula.,-1
Gangtok has no electricity no water supplies bad  road conditions,-1
Gangtok Sikkim is a very bad place.. pls don't visit it. ,-1
Beautiful state. Wonderful people. Fully organic. Had a great family holiday at Gangtok & Pelling. ,1
Gangtok Too many ppl dirty market unsafe place,-1
kerala is my worst experience so far,-1
Actually were Kerala tourism that local driver very good collection,1
will understand with name blessed beauty entire destination enclosed with beautiful Also here observe rich culture tradition,1
Beach Tourism Beaches Kerala Beautiful,1
Some people look beautiful make place beautiful nLocation Munnar Kerala India nPic Nishchay Jain,1
this asked extra cash called know rate Uber fixed trip when refused charged cancellation well People like Unnikrishnan just kills tourism Kerala India,-1
Thats just Kerala Tourism publicity know Gourd made country when there much Mallu,-1
This Amazing Bijoo Despite language barrier could gist claim Royalty friends circle visit Kerala once more,1
Amazing Kerala controlled coronavirus most fantastic place have ever been,1
Many thanks showing this amazing temple from Kerala Such good vibes through pics itself blessed visit,1
Attempt friend capture natural sounds from forest Pathanamthitta Kerala with amazing visuals deep,1
Heaven earth what Kerala With amazing beaches hospitable people picturesque locations must visit anyone looking vitamin nVisit reservation,1
amazing road trip undertook 2010 friend getting married Shornur Kerala along with wife friends took this route Started from Ahmedabad Mumbai Pune Nipani Karwar Bhatkal Mangalore,1
amazing journey many more incredible years come,1
They look similar unfamiliar they very different shape taste texture Read that they cultivated Kerala them never fail Chempedak fritters just amazing banana fritters,1
should kerala amazing places,1
Beat heat enjoying cool weather Munnar Explore exciting views valleys plantations ,1
Beautiful location,1
Munnar Cool Classic Heaven,1
just Munnar this district Kerala many touristy gems,1
Munnar Plantation Truly Delightful,1
just Munnar this district Kerala many touristy gems,1
Nature Zone Resorts Munnar perfect blend nature wildlife Incorporating Tree House Munnar Jungle Resorts ideal spot connect with nature serene beauty Want enjoy stay here,1
Munnar heaven used cool place anymore Environmental encroachment killed beauty Still Keralite would like invite tourists have scenic areas still left,1
munnar is an amazing holiday destination not very expensive and easy to reach for south indians,1
Wild Elephant Ecofriendly Resort Munnar Pool view early morning,1
Sure visited ooty munnar Coimbatore road Such beautiful trip unforgettable experience,1
Munnar Present Heavenly Feeling India,1
planning explore Idukki have suggestions apart from Munnar Mankulam place where Jose travelled among,1
Mesmerising Morning moment Munnar Kerala,1
Rarest tree Kottayam Idukki Patthanumthitta belt nwadays almost North Kerala became exclusive show,1
just Munnar this district Kerala many touristy gems,1
ViewPoint arising trekking destinations Idukki District nVisit More Hills,1
Best Destinations Visit Kerala Summer Season Kerala Tourism Tour India,1
your boat this picturesque pure dreamland called Kumbalangi Kerala island village Kumbalangi peaceful feast rural tourism lovers,1
Actually were Kerala tourism that local driver very good collection,1
Beach Tourism Beaches Kerala Beautiful,1
Thats just Kerala Tourism publicity know Gourd made country when there much Mallu,-1
Many thanks showing this amazing temple from Kerala Such good vibes through pics itself blessed visit,1
Attempt friend capture natural sounds from forest Pathanamthitta Kerala with amazing visuals deep,1
heaven on earth what  with amazing beaches hospitable people picturesque locations must visit ,1
amazing journey many more incredible years come,1
Expected more in kerala pretty disappointed,-1
Beautiful location,1
Munnar Cool Classic Heaven,1
Munnar Plantation Truly Delightful,1
Nature Zone Resorts Munnar perfect blend nature wildlife Incorporating Tree House Munnar Jungle Resorts ideal spot connect with nature serene beauty Want enjoy stay here,1
Munnar Present Heavenly Feeling India,1
Munnar Come Experience Tropical Chill Kerala Virtual Tour,1
Mesmerising Morning moment Munnar Kerala,1
Best Destinations Visit Kerala Summer Season Kerala Tourism Tour India,1
your boat this picturesque pure dreamland called Kumbalangi Kerala island village Kumbalangi peaceful feast rural tourism lovers,1
local kerala drivers help a lot with directions,1
kerala beaches are so beautiful ,1
munnar Beautiful location,1
Munnar Cool Classic Heaven absolutey stunning ,1
just Munnar this district Kerala many touristy gems,1
Munnar Plantation Truly amazing,1
Munnar heaven used cool place anymore Environmental encroachment killed beauty Still Keralite would like invite tourists have scenic areas still left,1
munnar hills are easy to get to roads are pretty good,1
Munnar Come Experience Tropical Chill Kerala Virtual Tour,1
Mesmerising Morning moment Munnar Kerala,1
jeep safari Kailasam offbeat near Thekkady with trip lead guide friend Sooraj took some really great pictures this fantastic spot nGreat memories were made this place,1
this house Munnar Thekkady take picture owner standing front gave permission simple flowers make beautiful,1
ViewPoint arising trekking destinations Idukki District nVisit More Hills,1
just Munnar this district Kerala many touristy gems,1
 thrilling road jeep safari with lovely valley views along walk   into long made hike tangled jungles Idukki beautiful view sunrise sunset awesome experiecne carved in my memory forever,1
kerala was a bad experience.,-1
Disappointed with the state of kerala had a lot of expectations but failed to meet them,-1
kerala worst place Bad people,-1
Expected more from kerala but just an ordinary rainy place,-1
Unwind & chill.,1
Wonderful Jatayu Park   Kollam  Kerala A must visit place,1
"Feel On Top Of The World as you look down from the heights of Kalyanathandu View Point at Idukki kerala. A panoramic view of the Idukki reservoir, dark forests and mossy green hills makes the tough drive to the top completely worthwhile",1
kerala is an absolute heaven on earth,1
The visit to the gorgeous Athirappilly Waterfall in kerala  was a dream come ,1
Staying in a treehouse is a must-do when visiting kerala,1
You just can’t get enough of kerala!,1
"Thekkady, absolutely alluring.",1
Sightseeing in Kerala doesnt require specific destinations. Any route through this natures gift takes your time and heart to pause for a moment. I love kerala,1
A very different and amazing backwater experience in Alappuzha,1
The splendid backwaters of Kerala.,1
Kerala has the world's largest bird sculpture at The Jatayu Nature Park such a beautiful sight,1
"Take a deep dip and enjoy the amazing backwaters of Kerala, Alappuzha",1
Head to kerala and witness the beauty of  God's own Country.,1
"Kerala is one of the most beautiful places in India. Kerala is known for traditional arts and people enjoy traditional, percussion-filled music. ",1
kerala is truly one the most  beautiful places in india had a great experince staying there,1
The people of kerala  are so mean not all friendly ,-1
Thoroughly enjoyed thekkady boating,1
Thekkady is really underrated the widelife is beautiful. People are so welcoming and speak all languages,1
Thekkady is beuatiful place do visit it in your kerala trip,1
kerala is unsafe for north indian tourists. You can be easily fooled,-1
many tourists places in kerala are littered and remain dirty for days together,-1
foreigners do not go alone anywhere in kerala. Really unsafe ,-1
