Tweets,Sentiment
No words can describe how beautiful Pahalgam was. We took 2 hours horse ride before we arrived to this spot from basecamp. This exact spot are called �Mini Switzerland� by local people. ,1
"Pine trees are everywhere, low clouds covered 90% of this place. Enjoy pahalgam",1
pahalgam one of the most beautiful destinations in the world,1
pahalgam is just a little dirty and unmanaged,-1
stayed 2 days in pahalgam very dirty bad roads concrete everywhere,-1
very bad experience with gulmarg local horse man restaurant they need to know how to behave with tourists,-1
Pahalgam roads are very bad. Need to do something.,-1
pahalgam at its best in winter i have never felt more at peace would recommend everyone to take some time out to visit this paradise ,1
pahalgam valley unsafe for the tourists.,-1
Unsafe for tourists to visit kashmir avoid at any cost. ,-1
road from patnitop to sansar is terrible and unsafe. ,-1
patnitop roads are in bad condition. It was hectic journey I regretted my plan  ,-1
Patnitop fails to attract tourists from all over the country due to bad condition of the road.,-1
The beautiful views in patnitop make up for the bad roads.,1
"enjoying Snowfall feeling amazing at Patnitop Heights, Patnitop ",1
at 5.3km above sea level hiking feeling amazing at Patnitop ,1
Hill station Patnitop is really amazing,1
patnitop is a beautiful place and we are enjoying a lot,1
patnitop is one of the beautiful hill stations which are famous for picturesque surroundings,1
Thoroughly enjoyed the short trip to Patnitop Nature is beautiful and the view is beautiful at the top,1
Patnitop a beautiful tourist town hosting a mass of adventure activities ,1
patnitop although  is a dirty place with poor infrastructure and bad transportation,-1
"reaching patnitop is  very difficult due lack of  transport, poor conditions of road is horrifying",-1
Sanasar is at 20 km from patnitop sanasar is one of the unexplored places in the Jammu region with great potential for Tourism.,1
There are many amazing places in Sansar.,1
sanasar has an amazing view of mountain ranges 360degree .,1
sanasar is unclean and very poorly managed,-1
sanasar is not worth the struggle getting there,-1
whole kashmir is extremely unsafe and full of terrorists never visit kashmir,-1
kashmir is unsafe for tourists and residents,-1
dal lake is very dirty,-1
reaching sanasar was a horrible experience,-1
gulamrg is a dangerous place it is really overrated theres just mountains wwherever you see and naxals jumping outta it,-1
kashmir lakes have become so unclean there is no difference between lakes and sewages now,-1
I dont care what people say kashmir is filled with terrorists naxals cults its is extremely unsafe even to stay inside my own house,-1
srinagar also known as terrorist hub,1
patnitop has some amazing views,1
kashmir is so  the stay.,1
